,Dataset Order,Dataset Title,Dataset Link,Dataset Produced By,Dataset Description,Dataset Identificador,Dataset Publisher,Dataset Author,Dataset Contact Name,Dataset Contact Email,Dataset Release Date,Dataset Modified Date,Dataset Temporal Coverage,Dataset Frequency,Dataset Public Access Level,Dataset Homepage URL,Dataset Language,Dataset License,File Title,File Description,File Format,File Link
169,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Distribuidores Mayoristas Combustibles Líquidos - Septiembre 2018,REGISTROS HÁBILES DE DISTRIBUIDORES MAYORISTAS COMBUSTIBLES LÍQUIDOS (...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresMayoristasCombustiblesL%C3%ADquidos_0.xls
170,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Distribuidores Mayoristas OPDH - Septiembre 2018,REGISTROS HÁBILES DE DISTRIBUIDORES MAYORISTAS OPDH (Actualizado al 07 DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresMayoristasOPDH_0.xls
171,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Plantas de Procesamiento de Hidrocarburos - Agosto 2018,REGISTROS HÁBILES DE PLANTAS DE PROCESAMIENTO DE HIDROCARBUROS (Actualizado...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Plantas%20de%20Procesamiento%20de%20Hidrocarburos_0.xls
172,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Plantas de Lubricantes - Septiembre 2018 ,REGISTROS HÁBILES DE PLANTAS DE LUBRICANTES (Actualizado al 05 de SEPTIEMBRE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Plantas%20de%20Lubricantes_0.xls
173,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Medio de Transporte Acuático - Septiembre 2018,REGISTROS HÁBILES DE MEDIOS DE TRANSPORTE ACUÁTICO (Actualizado al 07 DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/MediosdeTransporteAcu%C3%A1tico.xls
174,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Estaciones de Servicios con GLP y GNV - Septiembre 2018 ,REGISTROS HÁBILES DE EESS CON GLP Y GNV (Actualizado al 07 DE SEPTIEMBRE DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/EESSconGLPyGNV.xls
175,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Estaciones de Servicios con GNV - Septiembre 2018,REGISTROS HÁBILES DE EESS CON GNV (Actualizado al 07 DE SEPTIEMBRE DE 2018...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/EESSconGNV.xls
176,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Estaciones de Servicios con Gasocentro de GLP - Septiembre 2018,REGISTROS HÁBILES DE ESTACIONES DE SERVICIO CON GASOCENTRO DE GLP (...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/EstacionesdeServicioconGasocentrodeGLP.xls
177,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Gasocentros - Septiembre 2018,REGISTROS HÁBILES DE GASOCENTROS (Actualizado al 07 DE SEPTIEMBRE DE 2018)...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Gasocentros.xls
178,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Grifos Flotantes - Septiembre 2018,REGISTROS HÁBILES DE GRIFOS FLOTANTES (Actualizado al 07 DE SEPTIEMBRE DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/GrifosFlotantes.xls
179,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Grifos Rurales con Almacenamiento en Cilindros - Septiembre 2018,REGISTROS HÁBILES DE GRIFOS RURALES CON ALMACENAMIENTO EN CILINDROS (...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/GrifosRuralesconalmacenamientoenCilindros.xls
180,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Grifos y Estaciones de Servicios - Septiembre 2018,REGISTROS HÁBILES DE GRIFOS Y ESTACIONES DE SERVICIOS (Actualizado al 07 DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/GrifosyEstacionesdeServicios_0.xls
181,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Consumidor Directo de GLP - Septiembre 2018 ,REGISTROS HÁBILES DE CONSUMIDOR DIRECTO DE GLP (Actualizado al 07 DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/ConsumidorDirectodeGLP.xls
182,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Importadores de GLP - Septiembre 2018,REGISTROS HÁBILES DE IMPORTADOR DE GLP (Actualizado al 07 DE SEPTIEMBRE DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/ImportadordeGLP.xls
183,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Locales de Venta de GLP - Septiembre 2018,REGISTROS HÁBILES DE LOCALES DE VENTA DE GLP (Actualizado al 07 DE...,zip,https://www.datosabiertos.gob.pe/sites/default/files/LocalesdeVentadeGLP.zip
184,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Planta de Abastecimiento de GLP - Septiembre 2018,REGISTROS HÁBILES DE PLANTA DE ABASTECIMIENTO GLP (Actualizado al 07 DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/PlantadeAbastecimientoGLP.xls
185,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Plantas Envasadora de GLP - Septiembre 2018,REGISTROS HÁBILES DE PLANTA ENVASADORA GLP (Actualizado al 07 DE SEPTIEMBRE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/PlantaEnvasadoraGLP.xls
186,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Redes de Distribución de GLP - Septiembre 2018,REGISTROS HÁBILES DE REDES DE DISTRIBUCIÓN DE GLP (Actualizado al 07 DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/RedesdeDistribuci%C3%B3ndeGLP.xls
187,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Distribuidores a Granel de GLP - Septiembre 2018,REGISTROS HÁBILES DE DISTRIBUIDORES A GRANEL DE GLP (Actualizado al 07 DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresaGraneldeGLP.xls
188,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Distribuidores en Cilindros de GLP - Septiembre 2018,REGISTROS HÁBILES DE DISTRIBUIDORES EN CILINDROS DE GLP (Actualizado al 07...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresenCilindrosdeGLP.xls
189,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Distribuidores Minorista de Combustibles Líquidos y OPDH - Septiembre 2018,REGISTROS HÁBILES DE DISTRIBUIDORES MINORISTAS DE COMBUSTIBLES LÍQUIDOS Y...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresMinoristasdeCombustiblesL%C3%ADquidosyOPDH.xls
190,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Consumidores Menores - Septiembre 2018,REGISTROS HÁBILES DE CONSUMIDORES MENORES (Actualizado al 07 DE SEPTIEMBRE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/ConsumidoresMenores.xls
191,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Transporte de GLP a Granel - Septiembre 2018,REGISTROS HÁBILES DE TRANSPORTE GLP A GRANEL (Actualizado al 07 DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/TransporteGLPaGranel.xls
192,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Transporte de GLP en Cilindros - Septiembre 2018,REGISTROS HÁBILES DE TRANSPORTE GLP EN CILINDROS (Actualizado al 07 DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/TransporteGLPenCilindros.xls
193,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Transporte Terrestre de Petróleo Crudo - Septiembre 2018,REGISTROS HÁBILES DE TRANSPORTE TERRESTRE DE PETRÓLEO CRUDO (Actualizado al...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/TransporteTerrestredePetr%C3%B3leoCrudo.xls
194,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Registros de transporte de combustible líquidos en contenedores intermedios - Septiembre 2018,REGISTROS HÁBILES DE TRANSPORTE DE COMBUSTIBLES LÍQUIDOS EN CONTENEDORES...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Transportedecombustiblesl%C3%ADquidosencontenedoresintermedios.xls
195,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Transportistas de combustibles líquidos y  ODPH en camiones - Septiembre 2018,REGISTROS HÁBILES DE TRANSPORTISTAS DE COMBUSTIBLES LÍQUIDOS Y OPDH EN...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/TransportistasdeCombustiblesL%C3%ADquidosyOPDHencamiones.xls
196,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Registro de transportistas de combustibles líquidos y ODPH en vagones - Septiembre 2018,REGISTROS HÁBILES DE TRANSPORTISTAS DE COMBUSTIBLES LÍQUIDOS Y OPDH EN...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/TransportistasdeCombustiblesL%C3%ADquidosyOPDHenvagones.xls
197,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Plantas de abastecimiento de combustibles líquidos y OPDH - Septiembre 2018,REGISTROS HÁBILES DE PLANTAS DE ABASTECIMIENTO DE COMBUSTIBLES LÍQUIDOS Y...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Plantas%20de%20Abastecimiento%20de%20Combustibles%20Liquidos%20y%20OPDH.xls
198,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Plantas de abastecimiento en aeropuertos - Agosto 2017,REGISTROS HÁBILES DE PLANTAS DE ABASTECIMIENTO EN AEROPUERTOS (Actualizado...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Plantas%20de%20Abastecimiento%20en%20Aeropuertos.xls
199,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Agentes obligados a existencias de GLP - Agosto 2018 ,REGISTROS HÁBILES DE AGENTES OBLIGADOS A EXISTENCIAS DE GLP (Actualizado al...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Agente%20obligado%20a%20existencias%20de%20GLP.xls
200,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Empresas envasadoras sin instalaciones - Junio 2018,REGISTROS HÁBILES DE EMPRESA ENVASADORA SIN INSTALACIONES (Actualizado al 21...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Empresa%20envasadora%20sin%20instalaciones.xls
201,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Registro hábiles de importadores en transito - Julio 2018,REGISTROS HÁBILES DE IMPORTADOR EN TRÁNSITO (Actualizado al 26 DE JULIO DE...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Importador%20en%20transito.xls
202,N_20,Inscripción de Empresas Cubicadoras - Noviembre 2017- OSINERGMIN ,https://www.datosabiertos.gob.pe//dataset/inscripci%C3%B3n-de-empresas-cubicadoras-noviembre-2017-osinergmin,Presidencia del Consejo de Ministros,Registro de Empresas Cubicadoras con inscripción Temporal y Definitiva - Sector Hidrocarburos,282146da-71b6-433e-add5-b0d0f244c0d0,Presidencia del Consejo de Ministros,,,,2018-09-17,2018-09-19,,,Public,,,,Inscripción de Empresas Cubicadoras - Noviembre 2017- OSINERGMIN ,,xlb,https://www.datosabiertos.gob.pe/sites/default/files/STE-Registro-Empresas-Cubicadoras_0.xls
